desc,precio,plu,precio x unidad,link,rubro,fecha
Cerezas CARLETI al natural fra 360 grm,45.37,13597,Precio por cada  1  Kilo escurrido:  $181.48,http://www.cotodigital.com.ar/s.asp?id=13597,Varios,2014-02-22
Cerezas CARLETI fra 270 grm,43.87,14180,Precio por cada  1  Kilo escurrido:  $292.46,http://www.cotodigital.com.ar/s.asp?id=14180,Varios,2014-02-22
Coctel de frutas ciudad del lago lat 820 grm,23.53,138541,Precio por cada  1  Kilo :  $28.69,http://www.cotodigital.com.ar/s.asp?id=138541,Varios,2014-02-22
Frutillas BAHIA enteras seleccionada lat 830 grm,41.73,250720,Precio por cada  1  Kilo escurrido:  $126.45,http://www.cotodigital.com.ar/s.asp?id=250720,Varios,2014-02-22
Peras en mitades deteticas COTO lat x 800 grm,22.47,222094,Precio por cada  1  Kilo :  $27.4,http://www.cotodigital.com.ar/s.asp?id=222094,Varios,2014-02-22
Peras LA CAMPAGNOLA al natural lat 820 grm,32.09,124507,Precio por cada  1  Kilo escurrido:  $71.31,http://www.cotodigital.com.ar/s.asp?id=124507,Varios,2014-02-22
Pulpa de anana BAHIA lat 900 grm,44.93,242513,Precio por cada  1  Kilo escurrido:  $49.92,http://www.cotodigital.com.ar/s.asp?id=242513,Varios,2014-02-22
Pulpa de durazno BAHIA lat 900 grm,34.23,242800,Precio por cada  1  Kilo escurrido:  $38.03,http://www.cotodigital.com.ar/s.asp?id=242800,Varios,2014-02-22
Pulpa de frutilla BAHIA lat 900 grm,38.53,242512,Precio por cada  1  Kilo escurrido:  $42.81,http://www.cotodigital.com.ar/s.asp?id=242512,Varios,2014-02-22
Pulpa de frutilla GENTLEMAN lat 420 grm,44.67,122654,Precio por cada  1  Kilo :  $106.35,http://www.cotodigital.com.ar/s.asp?id=122654,Varios,2014-02-22
Pure de manzana GENTLEMAN con azucar lat 420 grm,26.49,54956,Precio por cada  1  Kilo escurrido:  $44.15,http://www.cotodigital.com.ar/s.asp?id=54956,Varios,2014-02-22
Filetes de anchoitas MARBELLA en aceite fra 170 grm,52.43,216797,Precio por cada  1  Kilo escurrido:  $455.91,http://www.cotodigital.com.ar/s.asp?id=216797,Anchoas,2014-02-22
Filetes de anchoitas MARBELLA en aceite fra 90 grm,31.03,216798,Precio por cada  1  Kilo :  $344.77,http://www.cotodigital.com.ar/s.asp?id=216798,Anchoas,2014-02-22
Atun COTO claro aceite yellowfin 185 grm,21.39,230667,Precio por cada  1  Kilo escurrido:  $152.78,http://www.cotodigital.com.ar/s.asp?id=230667,Atun,2014-02-22
Atun COTO claro agua yellowfin lat 185 grm,21.39,230666,Precio por cada  1  Kilo escurrido:  $152.78,http://www.cotodigital.com.ar/s.asp?id=230666,Atun,2014-02-22
Atun COTO claro en aceite  lat 185 grm,23.53,214477,Precio por cada  1  Kilo :  $127.18,http://www.cotodigital.com.ar/s.asp?id=214477,Atun,2014-02-22
Atun COTO lomo al natural lat 170 grm,22.47,179550,Precio por cada  1  Kilo escurrido:  $187.25,http://www.cotodigital.com.ar/s.asp?id=179550,Atun,2014-02-22
Atun COTO lomo en aceite y agua lat 170 grm,22.47,179551,Precio por cada  1  Kilo escurrido:  $187.25,http://www.cotodigital.com.ar/s.asp?id=179551,Atun,2014-02-22
Atun LA CAMPAGNOLA en oliva lat 170 grm,38.53,13918,Precio por cada  1  Kilo :  $226.64,http://www.cotodigital.com.ar/s.asp?id=13918,Atun,2014-02-22
